text,lang
yaha falre tumhe adhik shaant anubhava kariparib |,ori
"anyanya pramukh udogaguik madhyare vaigyanic upakaran, krushi upakaran, vaiduthik upakaran, yantrika upakaran, vestre, silei mesin, kreeda samagri, mand, sar, bisikel, poshakapatra utpadan eban pin tail tatha chinir prakriakaran antarbhukt.",ori
mun asha karuni eha dra kichhi ferak padib.,ori
myaksimam ej antri kete ?,ori
bodhhua aame eita saptam thar pin yibar yojana karichhu |,ori
"han, kanya o varanku afisaku dukayib o prati pakshank taralaru 3 jan lekhaaen saaksheetak upastatire vivah sampanna heb.",ori
ethire carifer pin bhal suyog sabu ajji ta?,ori
keun jagaaru aapan uthivaku chahujainthi?,ori
aapan keun ganru aasiyanthi?,ori
"ta' ta bhal katha, teve se ka'na janivaku chahujainthi?",ori
bah!,ori
"ei ta, chaal eita bajaiva |",ori
"nuthan aavashyakata janit kaushal madhyare rahichhi banar adhik aashanka thiva aghatpraban anychalguthikare nua nirman karyanku nishedh kariva, abhedya bahirbhagaru druthagathire bahiyauthiva jalku simit rakhiva, nuthan nirmangudikare batya-jal sanrakshan nimanthe sanrachanaagat aavashyakatare parivarttan, eban ardrabhumiguikar sanrakshan yaha barsha jhad janit jal pravahaku dharirakhe.",ori
"varttaman, sthasena, nauvahini o bausenar vibhinna regement semanank badyadal sahit, rashtrapati bhavanatharu rajpath upare marchching karunnthi.",ori
kampojit pakejre ta' seh jangadh aau rayal senotaff rahichhi .,ori
"bavasaik seva: 6,30,000ti punjikrit company, yahaki shivapodog sankrantiya dhanchar 10.3% sahit saman, yaharaki 28,00,000ti karyan unit rahichhi .",ori
"nastik bharatiya darshanare buddhadharm, jainasdharm, charbak, ajeevik eban anyanya antarbhukt .",ori
"'du leseps' company, yaha suage canalar parichakana karuthila, 1880 dashakare prathame eka panama canal nirman kariva pin udum karithila .",ori
"han, mun eve more dtiya varshare.",ori
"ganamadhum heudi sabutharu shaktishali sadhan, yahaki sansadaku ehar janatank sahit sanyukt karithaye .",ori
"eha prakrutre nirbhar karen keun kalegore tumhe bharti heuchh, ta' upare.",ori
"yadi pashuti palare thiva annga pashumanank tharu durei rahuthae, teve pashutir kichhi ssthya samasya rahichhi boli eha ingit karithaye.",ori
"pe'outguyak hauchi masikia, dash barsh pin .",ori
yadi tame kali afis yeh .,ori
enrolment prosesta sahaj .,ori
"ghare rooh, aaraam kar |",ori
"prathame chamache kora nadiaku eka silinder aakruti patrare rakhi, ta'pare sethire bhal bhave mishithiva chaul chuunaku rakhi aapan aarmbh kariparanthi.",ori
aam pokhari eban nadaksh gudikare madhya safa pani naahin.,ori
aapan tikee aapadnk phon nambarata dei parive ki ?,ori
'harnvil utsab' 2000 masiha decemberre nagaland sarkarnk dra bhinna bhinna jati madhyare parasparik aanthalakriaku protsahan devaku eban rajder sanskrutik aitihkar prachar-prasar karivaku aarmbh karayaithila .,ori
"sarvadhik prabhab sambhavatah asia eban africa upare rahib, yeunthare sambhavatah anumanic bhavare yathakrame 47 laksh eban 42 laksh mrittu heb .",ori
"han, mun maharashtrar hishtorikal heritej vishakere anek shunithili .",ori
"agru eita sambhava thila, kintu kichhi samay tale heithiva eka durghatana yogun eve eitaku ban karayaichi .",ori
"seemenank sangyati ""aantharjatik"" t bhavare grahan karayaithila .",ori
varttaman suddha aapadnk gaanre kaunsi tadarak hoinahin?,ori
"yadi tumhe kichhi mane na kar, tank yogayog suchana mote deiparib ki?",ori
mun palisir kapita keve pivi boli asha karivi?,ori
"ubhay paksha semanank parichan, badus o thikana sambandhiya pramangudik dakhal kariva darkaar.",ori
ta'r gote hard cafi postre tam paakhe pahanchiyib .,ori
"han, ta eita khali varshak pin savsakripsan pin opan thila aau famili pichha inveshtmentra capinku pare badei diayaithila .",ori
"punjabar pratyeka saharar bhinna bhinna pasand rahichhi, yepariki amritsarar loke visheshtah amrutsari kulcha, puradia parata eban dugrjat dravyaku bhalapaanthi .",ori
"haae, naman! mun rahul kahuchhi.",ori
"mun aapadnk pratishthanar jane nikhmit grahak, eha aapan yanch karinei parive |",ori
bahut bassia |,ori
sambal yogaakariva pin eka public-pribhet partnarship (pi.pi.pi.) paddhati sabutharu adhik upayukt .,ori
"aapadnk paakhre eka baidh voter parichan patr madhya thiva darkaar, thik na ma'm?",ori
konarkar surya mandirre rahithiva loh dandgudik aakaarre ahuri bad.,ori
"sar, mun hop named en.ji.o. ru aasichhi.",ori
vishesh kari upakul anychalre rahuthiva lokamanank pin.,ori
"kintu, ehi gat ketheta saptah ati bahst rahiasichhi.",ori
"aapan kahiparive ki, keun kshetra pin keun bahasha upadesh heb?",ori
"adhikanthu, 'bajaaj grup' ketek shikshabhittik karyankalaper madhya daith grahan karichhi .",ori
pratyeka kalakar tank anshatiku sundar bhave sampan kale!,ori
sahitik kalar mahatt ka'na?,ori
"han, e kshetrare niyukthi suyog sabu khuv bhal.",ori
"yadi kaunsi brekthigat vidsh thaanta, manggal pandank namati shaheedmanank talikare nathai hatakarimanank talikare thaanta.",ori
aapan javichanthi se lokati kete chamatkar?,ori
"yadio 'akhil bharatiya aajurvigyan pratishthan' mammla, ganggadharank mammla, hari sinhank mammla, meenu kumarink mammla eban ramesh kumarink mammlare matamatre virodhabhas thila boli ksheen sanket missithila, ramesh kumarink mammlare prakashit mat, kaunsi dharttavya aparaadh policer drushtiku anagaale, ta'dra niayivaku aavashyak thiva karyanusthan sahit samparkit thila .",ori
chitrankanar sabuthu pradhan visheshtgudik ka'na?,ori
"eha vibhinna bhu-aavaran shreneer chihnat kariva pin varna, vinyas, aakruti, ruparekh, eban anyanya wastegudik sahit ehar sampark bhadi chaakshush sutaragudiku nitojit karivaku bakhakarajankank upare nirbhar karithaye .",ori
"aatush daktharamanank upalavita anuyani homiopathi, aajurveda, siddh, eban unani pranalir aushadhpatra 18ti jilla (rajya) madhyaru 13ti pin upalavdh thila |",ori
se maa o pilankar bhavishtar parthib sukh eban schchandraku nei chintit nathile karan semanankar sabukichhi vipul parimanre thila eban semane surakshit thile .,ori
"samajre prachalit rahithiva shreni vibhajan hativa pin se lakithile, thik na?",ori
mun asha karen ki samaste ethire sahayog karive.,ori
"sr, dhoon, paddhati, pravesh aadiku gachchit kari rakhiva pin tank samaran koshikasabu adhik kast karithanthi |",ori
"adhikar-bahirbhoot karyor bapak arthare, eka samiksha karuthiva adalat gotie prashasanic nishpattiku pratyakhan karidheiparanthi, yadi eha ayatharth (canadiya ine adhinare, dansamifer vanam niu bransik mammlare, ""spast bhave ayatharth"" manadand supreme courtank dra pratyakhaat heva pare), danesavari ayatharth (british ine adhinare), kimba manamukhi eban khamakhiali (yuktrastra prashasanic paddhati ine eban newark rajya ine adhinare) hoithaye.",ori
helle tame sethiki kin yauch?,ori
"aapan nishchan manjigudiku gaja bhavare bahuthibar dekhithive, yahaki paravartti samaure briddhi paae eban eka charagang rupare vikashita hoithaye, kimba kukur chuaguik bad hoi kukur, bilei chuaguik bilei heva ityadi dekhithive .",ori
eve tumhe nishchint rooh o kali yetevela amar dekha heb mo tharu ticket neiyib |,ori
"se emithi jane sbhavasulabh abhineta, tank abhinaya bahut sahaj manehue!",ori
"han, aapan kie kahuthile?",ori
"na, sar, sei sabu hin mun aalochana karivaku chahunthili.",ori
"britenre, sansadiya samprabhutar neeti anuyani sansadar inagudiku khaaraj karayyparivanahin, athach sansad dra gruhith heunathiva, aau eka prakaarar praxmik bidhan, 'arderas in counsil'ku karayyparib (counsil af sibhil sarbhis unians vanam minishter fer da sibhil sarbhis (1985) eban millar/cherry (2019) dekhanthu).",ori
"oke, kou samaure sabutharu kam gahajji thib ?",ori
"goalkeeparnku baltiku padaghat karayiva paryyant nij line upare rahivaku padithae, eban annga samast khelalinku penalti spatra patre rahithiva penalti kshetrar bahaare rahivaku pade .",ori
ta'mane tame kahuch ye eita dravid sthapatya?,ori
"annga ferasi kalakar yeunmane nij kalakritire ehi khelku darshaivanthi, semanank madhyare angnthi, alavart gleijes 'le jupurs de phutaval're (1912), rabart delaune 'phutaval l'kuip de cardiff're (1916), eban andra lhote 'party de ragvi're (1917).",ori
lanka utheiva pare aakountre kete balans rahila mun kemithi janivi?,ori
more asha ye tum paakhre valiudra samast raastaa-yatraku nei geetgudik ajji |,ori
aau eka buddha riti yeunthire buddha jeevan kathakalper punarjanmaku antarbhukt karayaithaye taha heudi buddhank eka pratimaku abhimanthrit karibar riti.,ori
udbhidha avasheshgudikar apasaaran mrittikar jaivik paxarwa upadanaku hras karithaye .,ori
"criket khel, aaji yeun bhavare khelayaashi, tahar utpattisthal heudi englander dakshin-poorb bhaag .",ori
"han. nije jane dalit hoithivaru, asprushithar kalashak seh mukavila kariva kete kashtakar se hridyangam karithile.",ori
"chihnat hoithiva birala o vipanna praani prajatiguik heutanthi- sabuj samudr kainch, jamhasti, iravadi dalafin, krishnsar mrug, khantha bak, chileka takshak eban godhi.",ori
"yehetu guhya snatou prerak eban sambedi tantugudiku bahan karithaye yeungudikaki shroni mansapeshigudiku achdaadit karithaye, eka guhya snatou punyj prasab vedanar upasham karithaye .",ori
"nabikaran hevaku thiva skalarshipagudik baad, samudaya 60,000 nua skalarship debar lakshya rahichhi.",ori
"saubhagya ye aam ilakare evevi elactricity ajji, adhikansh anychalre elactricity naahin.",ori
"ehi namunatir 1875 masihare aanshik parivarttan karayai varttaman dinare thiva court praroopaku parinat karayaithila, ethire thiva santak sabu ngafilank namuna seh saman rakhayaithila, kintu tank courter balighadi aakaar eve aayithakshetra aakaarre parivarttan karayaithila.",ori
"nivesh nimanthe uddist sanychay gharoi eban videshi utsagushikaru aasibar thila, yaahaar gharoi sanychay haar samudaya gharoi utpadar 21.6% eban videshi sanychay haar samudaya gharoi utpadar 1.6% thila .",ori
"ehi sabu karan pin, sampratika varshamanankare gaveshana chitra sanyojanar bbbahar upare guruthrope karichhi .",ori
"mexicore sanyukt udum sansthaman sthapit karithiva prasiddh vaideshik companygulik madhyare rahichhi 'samasang', yie 'samex' ganan karithila, yie eka sthaniya dejiner tatha present hoiyaithiva telebhijan, grihopayogi vaiduthik upakaran, eban mudrita sarkit borde, el.si.de. panel, ardhdhaparibahi bhadi gotikia vaiduthik upadangudikar utpadhanakarta; eban 'toshiva', yie prashasanic drushtiru snshasit sahayak sanstha 'toshiva de mexico, es.e. de si.bhi.' ganan karithila, yie vaiduthik yanthransh, telebhijan o bhari shifp saranjam utpadan karithaye.",ori
more bi sandeh hauchi .,ori
mun mo project pin bharatar prasiddh myujiamguik upare gaveshana karuni.,ori
medikal adhikari janak mote punarbar tank pakhaku yivaku dei nathile eban ta' parivartte mo pakhaku jane insapectaranku pathibe boli jidh dharithile |,ori
"bahut hairan harakat pare, aame taha pithilu, matra varttaman nalre aasuthiva pani ati maila.",ori
ketek 'ransamr'ku 'spam mail'gudikare 'imel atachment' hisaabre pathayaithaye .,ori
duita aag sit madhyare thiva kansol upare gear chalna bhaaradandaku rakhayaithaye.,ori
"oh, eita niraashajanaka .",ori
mun bhavithili ye utuv​re liv strim​ hauthila .,ori
"han ma', sethipin mun aau apeksha kariparivini.",ori
"tenu yaha kichhi aame padhu, mun chhabiguik eban ketek sthan yeunthiki mun yaithaye, kimba cinemare dekhithaye, sesabu mane pakeivaku cheshtaakare eban segoik sahit mel karen.",ori
"matra, an-aarabiya dharmantarita musalmanamanank madhyare aaravirmanankar uchchatar samajik state eban semanankar atsadhik kar deva pin baadhyata vidsh srushti karithila .",ori
"samaste, daakari nij nij sitre bas.",ori
"banya o trinakirna pashchim ghator kade kade, ehi nirjan belabhumiguik segurikar kolahampurna goasthit pratirupar eka nirab bikalp .",ori
mun janivaku chahunchi ei batsare mo pin kou insurance palisita thik hub .,ori
sadharan wapamatrare dravanare charotiyak chakriya isomar 'ghanta'r samay mapakramare 'parivartteedhruban-ghoornnan' kuhayauthiva eka prakria madhumare aanthavroopantharita hoiyaanthi .,ori
"oh bujhili, mun bhavithili eita tangkar pratham bhoomika thila.",ori
"helo, eita samadhan help line ki?",ori
"pratyeka dahaan kimba balm chaakshush drushya dharan karithiva, duiti printku eka bahya celsin motor bbbahar kari prakshepanre samant hebar thila .",ori
"aachcha, aapan mote kichhi aamish suparish kariparive?",ori
prakrut sinarioguik sahit mel kariva mane ka'na?,ori
"an-dharmik pitamatank dra palitha, tank maanku se ""dharmatharu bichinna"", athach anek prakaare, ""mo gyathasarare aadhyathmik drushtiru attant jaagrath bsakthi"", eban jane ""dharma-nishpaksh manabbad pin ekakini saakshi"" bhave varnana karithile.",ori
"adhik guruthpurna bhavare, eka samaik hast kaushal tatha sethipin, uddeshyamoolkata ghatithaye .",ori
"haai, bishnu, aajikali tumhe ka'na karuchh?",ori
semane 10ma o 12sh shreneer gread madhya dekhanthi.,ori
"mun nishchit ye sculare yetevela sehi adhanti padhahib, ehi manishati sambandhare padhivaku tote bhal lagib.",ori
ethire semane ki tel bbbahar karanthi?,ori
"sehi anusaare, tahaku shikhibare tumr aagrah rahib.",ori
"sehipari, yetevela nagadar abhab rahithae, aar.bi.aai. sarkaari pratibhutigushiku kinib eban etaddra arthvavastha madhyaku mudra poortir pravesh karib .",ori
"lal dedh o hava khatuntak kashmiri rachana segurikar aadhyathmik ras eban abhivyakthir tibr vedana pin janashuna, mirabaink rajasthani rachana nij niara bhakthi bhava pin prasiddh, tamilre andalank rahasyabad, eban kannadare aakka mahadeveenk bachansabu heudi sehi kader sahithyaku nareemanank mahan abadanar saakshya.",ori
sethicar musalmaan sthapatya katha ka'na?,ori
"goar rajya pashu heudi gaur, rajya pakshi heudi manik-kanthi bulbul, eban rajya briksh heudi bharatiya larel .",ori
"inuitnk paramparik kaahaani, reetineeti eban samajik nishedhaguik anek samaure semanank meru anchader krur parivesh yogun ghatuthiva bipad prati sabadhanta dra abhipret.",ori
saaketh madhanenink yodidar bhave se chinar sien in pen o chen haao-chinnku parast kale eban yugma dubal turnamentre srna jithile.,ori
mun aapadnk nan aau badus janipare ki ?,ori
"tangkar pravandhati, yahaki eka agami pustakar eka uddhitansh ate, 'shoshan cinema'r bhoomigat duniar eka suspast chitra pradaan karen .",ori
"tenu, ehi parivesh divasare, e anchader jangl sristire thummanank yogadan aame chahun.",ori
"kichhi agent rahiyanthi yeunmane ticketasabu blacre vikri karunnthi, huet tumhe semanank tharu shunithib |",ori
yaahaar arth hela mate 5 ta suddha gharu bahrivaku pade,ori
"prakritik pariveshtani, ati utkrusht shilpakalakriti, sangeeth, nrutya, chitra, pratha o bahasha - esabu bharatku eka paryntnar srg karithaye.",ori
"aau han, aapan jane alimpik prathiyogi, kintu ethipin aapananku ka'na mile ?",ori
khali eita kanabhartival hoithanta o laal rangar bi hoithanta ki!,ori
"gud marnning, tam maharashtra trip kemithi thila?",ori
se gudik formare lekhahoichhi.,ori
pratyeka aavedanakari nikatare niayaithiva eka rangin passport-stil fato madhya nishchan dakhal karive.,ori
"charoti bhinna bhinna dal adhinare juan manuel fangio panch thar fermula n vish champian hoiyanthi, nizer 184 antharjatiya res madhyaru se 102ti jithikanthi, eban bahulok tanku sarvakalin shreshth dribhar roope vivechana karithanthi.",ori
"eha chhada, shighrathaku soyavinre prayog karasarichhi.",ori
"ahimsa sarbochch dharmik karttavya heva padsr dharmatattk aadharaku kichhi jainas vidn bakhya kariyanthi ye, ""eha annga pranimanank upare daya ba karuna bhavaru srushti heuthiva yogatharu asi nathaaye, kimba samast praninku uddhar kariva karththavyaru madhya asi nathaaye,"" baran keval ""kramagat s-anushasan"" dra prapth hoithaye, aatmaar eka vishuddhikaran yaha nizer aadhyathmik bikash ghataithaye, yaha sheshre nizer moksh prapthiku prabhavita karen, eban punarjanmaru mukt karithaye.",ori
"asha, tumhe samaste bhalare ach.",ori
nishchan sar. bahut dhanbbad!,ori
"han, mote kuhantu aapan shan janivaku chaahannthi?",ori
"2014 tharu , modi sarkarnkar agradhikar heudi, ubhay desh madhyare tatha desh bahaare, sadharan bharateeinkar passport hasal kariva eban nabikaran karivaku adhik sahaj kariva .",ori
malikajankank dra anupraveshakarijankank virudhre grahan karayauthiva karyanusthanare bbbahar eban bhogadakhal hetu hoithiva kshaukshati nimanthe vasthabare davi karayib ki naahin taha nirarthaka ate .,ori
"pradharshani aajojanare parivarttan hetu pashu rakshakamane prakritik vasasthan rakshak heva sange sange, eha semanank pin rahithiva karyor suyogaku parivarttit karshani, yeunthireki prakritik drushyabhoomir rakshanavekshan, udbhidhamanankar yatn, jalbatou nivnthran, eban samagra bargeekaranagat shreneegudik madhyare ahuri anek prajatir pranimanank pin uddist pashupaaner vistrut gyan samet sajeeb parivesh tattbadhanar eka aavashyakiya karyansadhan gyan rahichhi .",ori
americiya bhoovigyani grobh karl gilabert 1885 masihare prathame yukthi bazithile ye pratibandhak patumatisabu samudrkoossia utsagushikaru aasithaye.,ori
kintu valiud kichhi manadand madhya nirddharit karichhi yaha bhal |,ori
"mukhya khadya shasya, dhan mukhitah andaman dpapunyjre chaash karayauthivabela, nassia eban gua heudi nicobar dpapunjar arthkari fasal .",ori
poorapoori! se bharatiya sambidhanar janaka bhave parichit.,ori
se ta'pare paristate anudhyan pin janaku tatkal patheive.,ori
bikiran aushadhiguik heudi atsadhik shuddh tejaskriya aushadhiya samagri yeunguik ki manushya kshetrare prayog nimanthe yathest nirapad eban vibhinna prakaarar manaviya rogar nidan kimba chikitsa nimanthe brebahrut hoithaye .,ori
"ma'ma, aapan ahuri madhya india o inds shabdar prasangikatha vishakere kichhi ullekh karithile; outhare sehi vishakere plij kahiveki?",ori
"han, mun odishar batya samparkit khabar kete ghanta dhari dekhiasuchhi.",ori
"debhing i. nicolsank matre, ""anek barsh dhari aushadh presenthakari udogra karyan karuthiva anek sahakarmeenk seh hoithiva aalochanassbu mote ehi suchana deichhi ye yadi scrining pare eka sambhavya nuthan aushadhare serotonin 5-ech.ti.2e. prachank sakriyatha rahithibar dekhivaku mile, eha, praiathanga sabubela, ukt anutir adhik kramavikashar samapthiku suchit karithaye .""",ori
"sarbochchajanak heutanthi 'khithu', yieki sein-sampoorna atanthi eban aau dharmik margadarshan aavashyak karanthi naahin; 'airyeeman', ba 'bandhu', yieki lokamananku kupothare yivaru raksha karivaku semanank sahit bandhuth sthapan karanthi; eban 'berejana', ba 'shramika', yieki kshetra upare thiva sakriya kshetra karyankarta atanthi tatha yahanku vishs sanychar karibar thae .",ori
"mun bhavuchi tame 'vivi-ka-makavara' mis karinathib, youtaki tajamahalar gote replika bhadi dekhayae .",ori
"han, nishchan.",ori
"mun duhkhit, mote eve yivaku padib, heb yadi tumhe mote batya sambandhare eka kk apdate deiparib?",ori
"microbh rimot sensing kaushangurikar samast panipag nimanthe uddist dakshata rahichhi karan nimnatar aabrittire microbhguik nimanthe baumandal subhedya ate, segoik badalamadhiku pravesh karipare, eban microbh censoragurikar suryaaloka upare an-nirbharasheelatha hetu din o raatir sanychason nimanthe segoik upayukt hoithaye .",ori
etheta nuhan .,ori
kamputer sanrachana kshetrare shakti upayog sankrantre bujaayauthiva bele aadarsha mapati heudi mi.i.pra.se/. (miliuns af inshtraksans par second par t) .,ori
mun amar jane driveranku aapadnk thikanare ei sange sange pathaiparivi.,ori
attant kul!,ori
eha katua pani sar.,ori
"ehar shaikbhittiguik sadharanthati atisoup osarar hoithaye, yeunthire ehar poorb prant bpatit 'bhilu'r kaunsi chihnavarna nathaaye, yeungudikaki dpaguikare achdaadit yaha mafdpiya manakaguik hisaabre attant vishal .",ori
taraveekrit prakritik gas (el.en.ji.) shakti kshetrare adhik guruthpurna sthan grahan karuni karan eha vidyauth utpadan kendra tatha audogic (sar) utpadan kendragudiku parichakana karivare brebahrut hoithaye .,ori
tame bahutgudie plan bhitharu baiparib .,ori
eita cashles haspitalijesan subidha dauchi ?,ori
tataka mafgudik franceku eban shukhila tatha sanrakshit mafgudiku spen eban italeeku raptani karayaaye .,ori
"han, sar, hela.",ori
mun anant . aapatnkar kichhi identiveikesan darkaar ki?,ori
anlinre aavedan karibar shesh tarikhati thila 31.01.2020 .,ori
"eha china, pakistan tatha bharat madhya dei pravahit hoithaye.",ori
"han, palisi holdar thini barsh pooriva pare machuriti poorvaru palicity sarendar kariparive .",ori
"matra, yadi tumhe vaishaik vidya kshetraku yivaku chahan, mun bhavushi chinij shikhiva adhik bhal heb.",ori
chaal kouthi tike ka'na khaiva pin atakiva ?,ori
"tumhe tanku sidhasaikh paisa pathei dei parib, taha subidha heb |",ori
"tame nishchan jama masajid dekhiva uchith, youtaki adhyathmikata drushtiru aurangabadar gote guruthpurna manument aau nizer asadharan sthapatya pin lokapriya bhavare janashuna .",ori
nilem anuyani kaunsi sadanar mukhya kimba samprukt manthrink seh e sankrantre paramarsh karibar aavashyakata naahin .,ori
"teve rajanitik pariveshare, sanskruti, vishs, samajik srth eban datmanank madhyare prathiyogitha samet anyanya prabhavagudik madhya nishpatti-grahanku prabhavita karithaye .",ori
semithi kichhi mun sthir karinahin.,ori
seita kouthi aabheleval​ thila mun janinathili .,ori
"aame kichhi guruthpurna abhibhashkar aajojan madhya karivaku yauchhu, yeunthire 'aajaadi ka amrut mahotsab' patner karyankram madhya samil rahichhi .",ori
"bassia, tumhe ethire nishchan anshagrahan kar.",ori
"suprabhat, lia didhi!",ori
mun 'bhera' brandru kal karichi .,ori
"1978 masihar balya vivah nirodh adhinium, vivahar inagath badus jhiamanank pin 18 eban pamanank pin 21 boli dharyan karichhi, matra eve madhya samajik paramparagudik nirddharit samay poorvaru vivahaku protsahit karuni .",ori
"'brahmasutra' (vedhant sutara madhya kuhayaaye, yahaki christpoorb 1ma sahasrabdeere rachit hoithila) ehaku pad 1.1.4. re skruti pradaan karichhi eban upanishdiya shikshagudiku pruthakbhave, bachavachhi aadharare nuhen, baran eka ekikrit upayre bujhayibar aavashyakata upare drushokthi prakash karichhi, yeunthiki vaidik rachanabalir dharnagudik gyanar anyanya madhumaguik yatha indriyalavdh anubhuti, anuman, eban avashist pramangudik sahit samanyjas hoithanthi .",ori
"thik ajji, ethipin aapatnkar sabuthu guruthpurna darkaari duckumentati heudi eka passport.",ori
tumemane pratyeke bina sahayyare gotie lekhaaen lagaai parib.,ori
"na, sar, se maas maas dhari aam ganku asi naahannthi.",ori
aakchueli amar ethi kichhi praparli khelivaku bi resors naahin,ori
"krushi eban anushangic karyankalapagudik pin madhum eban deergha-kalin run adhinare krushi yanthrapati kray, jatsechan tatha krushikshetrati upare sampadan karayauthiva anyanya bikashamutak karyankalap prabhruti antarbhukt heb.",ori
"ashcharyajanaka katha heudi, vish ssthya sangason (dablsou.ech.o) anuyani, varttaman ye 430 niqut lok shraban shakti hareisari banchukanthi, keval ethiki nuhen, baran 12ru 35 barsh badus madhyare 100 kotiru adhik lok sangeeth utsab o clubguthikare kimba nij upakaranare praia samaure uchch shabda shunuthiva hetu shraban shakti haribar aashanka rahichhi.",ori
kemithi chalithi tum project?,ori
"keteke bhajan bahu shatabdeeru rahiasichhi, samagra anychal bhittire segoik lokadrut eban goshthir parampara bhave hastantharita hoiasichhi, matra aau ketek nua bhave rachit hoichhi.",ori
"""sabuj arthaneethi"" padatir prachalan prathamakari agrani pariveshika arthaneethijamanankar eka gosthi dra united kingdam sarkarnk nimanthe uddist 1989 masihar eka reportre karayaithila, yaahaar shirshak thila ""bluprint fer e green ikonami"" .",ori
samast kaurab mrittu baran karanthi; keval panychu pandab bhrata eban krishna jeevita rahanthi .,ori
cremar eban antmanank dra shikshakamanank upare karayaithiva eka anudhyanru janapadithila ye besalkari-kshetrar 25% shikshak eban sarvajanic kshetrar 40% daktori karmachari ukt sarvekshan samaure anupasthit rahithile .,ori
1750 dashakare sthapit hoithiva 'hambaldan club' ehi kreedatir kramavikashare eka guruthpurna bhoomika grahan karithila .,ori
"mun mo bhainku kahi saringi, aau se thummanank ticket buk karidheleni |",ori
"manthragudik tittiriya upanishad, shikshavalli-1ma.11.2 ru aasichhi, yeunthire kuhayaishi: 'matradebo bhava', 'pitaahdebo bhava', 'aacharyandevo bhava', 'atithidevo bhava' .",ori
taha vasthavik prashansaniya!,ori
"ta'helle thik ajji, esabu tatha pradaan karithiva pin dhanbbad |",ori
"1932ru 2011 masiha madhyare pakhapakhi eka hajaar thirishati gujarati chakchchitra nirman karayaishi, kintu sethi madhyaru khuv kam abhilekhagarare sanrakshit hoichhi.",ori
"bharatiya arth bajaraku epari vibhakta karayaishi - sangathit kshetra, yaha gharoi, sarvajanin, videshi-malikanare thiva banijik bank eban samavan bankasabuku nei gathit, yahaki ekatara ""anusuchit bank"" bhavare janashuna, eban asangathit kshetra, yeunthire brekthigat ba parivarika malikanare thiva sdeshi bank malik ba sahukar eban an-banking bithtiya companysabu antarbhukt.",ori
laguchi tame kouthu gote aasuch,ori
ehi samasar mukavila pin aapan kichhi ananddayak havire taku nitojit karivaku cheshtaa karnthu.,ori
"thik ajji, mun mishel pin aam anychalre jane shastriya sangeeth guru khojivi |",ori
"emanank nivnthranre asi, chakchchitra anek parimanre nizer chaakshush hebar vaishishttaku harithila eban eka sahitik tatha shabdabahul utpadhare parinat hoithila .",ori
"se sameekshakamanank dra prashansit hoithiva chakchchitra yatha, amol palekar o jarina hav abhinit gharaonda (1977), eban sharmila tagore o uttam kumaar abhinit durian (1979) r nirddeshana pin adhik parichit thile.",ori
aam paakhre vibhinna prakaar salad o smudij madhya ajji.,ori
"thik ajji, mun taha mane rakhivi.",ori
"tarvaij gudik madhya anek sthanre bhaag bhaag hoiyaanthi, yaha falre trigon bhuumi o dpaman srushti hoithaye .",ori
"han, tumhe thik kahichh.",ori
aapadnk pratishruti pin aapananku bahut dhanbbad.,ori
buddha nianr ehi udaharantiku uddhrut kariyanthi eban ahuri madhya kahiyanthi ye prashnatiku bhul bhavare upasthapit karayaishi .,ori
pallavee yosheetak pradarshan madhya vasthabare marjeet.,ori
mun dharineuchhi ye aapan jane bharatiya?,ori
"eha kada misha, na ethire kichhi dooshit paxarwa rahichhi?",ori
aame hauchu chennaire thiva gote ingranasanal lagjari brand .,ori
nishchan!,ori
mun madhya ei shukrabar gote sangeeth prathiyogithare bhaag nevi boli bhavushi.,ori
eha sakaratmak madhya hoipare tatha nakaratmak madhya hoipare .,ori
"14 februariire, jatisanghar secretari-general, antonio guteras ""adhikaru adhik balar bbbahar eban pramukh sahargudikare athirikta sashastra yaan mutaunar report"" upare guruthrope kari, mianmarar paristate samparkare gabhir chinta prakash karuthiva eka vibruthi jari karithile .",ori
"se yaha heu, ei wikendre tumhe satre fri ach?",ori
eban mun taku eka mtugik sculare madhya bharti karidevi.,ori
"ta, yadi inveshtmentru sud aakaarre aasuthiva aajre bhavishtathare kichhi fal hue, tahele, ei skimta semithi anishchit inveshtmentru kichhi gote bikalp yogeidie .",ori
"ehar bahaarata musamusia o bhitar naram o rasayukt thae, eban ehar dhooanssia vasnati besh tibr.",ori
"udaharan srup, ""da' trikshtar and da' taking bulb"" sehi ""bruddha bsakthi""ngkar kaahaani kahe, yieki eka balbar chetavaneeku upeksha karanthi eban, prativadhasaare, nizer abadhitha pin dandit hanthi .",ori
"udaharan srup, jan polakinharna yahaku 'vaicharika' ba 'gyantattak' abawakhabad boli kuhanthi, taha heudi siman blakvarn eban jaigan kimnk dra pradaan karayaithiva sangya: sehi prakaar abawakhabad yaahaar karyankramare gotie prakaar bimarsh seh jadit tatha ba sattasawku annga eka prakaararu and, taha jagaare rakhi, semanank madhyare eka antavsampark sthapan karayaithaye.",ori
"yahaheu, tala kholiva aarmbh hoichhi.",ori
kintu ehi parivarttan pin keval technologiku daadi kariva bhul heb.,ori
"tumhe bodhhua thik kahuchh, ehi paddhati vellevela sahayya karithaye.",ori
bihari randhan pranalire samast brenyjanare sorish tel bbbahar hue.,ori
